614
3
1
bb0,lm,lat,lon,date
0,26.272674096199072,2.998615054171921,-180.0,90.0,2020-12-11 12:12:12
1,22.002793795429866,2.998049260665627,-180.0,90.0,2020-12-11 12:12:12
2,34.99364310734787,2.9919360901550287,-180.0,90.0,2020-12-11 12:12:12
3,36.21931022027648,2.9882073144466146,-180.0,90.0,2020-12-11 12:12:12
4,29.082578872266332,2.9707106719611627,-180.0,90.0,2020-12-11 12:12:12
5,20.93185784209051,2.961443490748498,-180.0,90.0,2020-12-11 12:12:12
6,19.09944052504542,2.9464743451212114,-180.0,90.0,2020-12-11 12:12:12
7,32.21062490519729,2.922230788065655,-180.0,90.0,2020-12-11 12:12:12
8,31.946184323340816,2.906346818305552,-180.0,90.0,2020-12-11 12:12:12
9,31.932766209617686,2.903910151351964,-180.0,90.0,2020-12-11 12:12:12
10,31.371332151275038,2.9038430186209316,-180.0,90.0,2020-12-11 12:12:12
11,30.79567985713095,2.901223204964057,-180.0,90.0,2020-12-11 12:12:12
12,24.9116332911998,2.8985264544038682,-180.0,90.0,2020-12-11 12:12:12
13,28.09538122362782,2.8712916899234453,-180.0,90.0,2020-12-11 12:12:12
14,18.442347230684096,2.8544841248029913,-180.0,90.0,2020-12-11 12:12:12
15,27.440884377022766,2.8457635419313334,-180.0,90.0,2020-12-11 12:12:12
16,21.34713004166904,2.836520214933195,-180.0,90.0,2020-12-11 12:12:12
17,31.944627139330883,2.830742918951737,-180.0,90.0,2020-12-11 12:12:12
18,28.603342184922322,2.825819921201735,-180.0,90.0,2020-12-11 12:12:12
19,31.9779113567399,2.817707525602898,-180.0,90.0,2020-12-11 12:12:12
20,31.88728488192276,2.817248274771861,-180.0,90.0,2020-12-11 12:12:12
21,15.935575585904832,2.8106467307511767,-180.0,90.0,2020-12-11 12:12:12
22,27.200089583746987,2.7851582727991717,-180.0,90.0,2020-12-11 12:12:12
23,24.460859683939756,2.775322639678282,-180.0,90.0,2020-12-11 12:12:12
24,29.40159278338439,2.7305155176989966,-180.0,90.0,2020-12-11 12:12:12
25,22.964237004047938,2.713112391512659,-180.0,90.0,2020-12-11 12:12:12
26,27.640227698003226,2.6903782675732604,-180.0,90.0,2020-12-11 12:12:12
27,27.88498038590062,2.6872148334081194,-180.0,90.0,2020-12-11 12:12:12
28,22.727198993878932,2.6844551132636405,-180.0,90.0,2020-12-11 12:12:12
29,13.562417613900207,2.656415842009242,-180.0,90.0,2020-12-11 12:12:12
30,22.461557619026877,2.6398117068032825,-180.0,90.0,2020-12-11 12:12:12
31,25.706190973754993,2.6324997121529443,-180.0,90.0,2020-12-11 12:12:12
32,16.074804544493187,2.6174872353815397,-180.0,90.0,2020-12-11 12:12:12
33,22.31202974067483,2.6143512575391603,-180.0,90.0,2020-12-11 12:12:12
34,20.51109134725825,2.6120978973410263,-180.0,90.0,2020-12-11 12:12:12
35,24.227361877158415,2.611775644281403,-180.0,90.0,2020-12-11 12:12:12
36,23.21885974183706,2.6086813356495644,-180.0,90.0,2020-12-11 12:12:12
37,12.03738578985799,2.603330098168216,-180.0,90.0,2020-12-11 12:12:12
38,21.490710006382173,2.6030407418950268,-180.0,90.0,2020-12-11 12:12:12
